,balance,numofproducts,hascrcard,tenure,isactivemember,exited,creditscore,geography,gender,age,estimatedsalary,estimatedsalary_group,age_group,saving,saving_group,creditscore_group,numofproducts_scale,creditscore_scale,age_scale,gender_scale,geography_germany,geography_spain,age_group_21-23,age_group_24-31,age_group_32-44,age_group_45-60,age_group_above 60,numofproducts_1,numofproducts_2,numofproducts_3,numofproducts_4
2761,100194.44,1,1,2,1,0,557,germany,male,68,38596.34,20k - 50k,above 60,1,1 lakh - 1.5 lakh,below 650,0.0,0.41400000000000003,0.6756756756756757,0,1,0,0,0,0,0,1,1,0,0,0
2762,145295.31,2,1,6,1,0,646,germany,male,50,27814.74,20k - 50k,45-60,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.592,0.4324324324324324,0,1,0,0,0,0,1,0,0,1,0,0
2763,106070.29,2,1,3,1,0,719,germany,male,28,183893.31,1.5 lakh - 2 lakh,24-31,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.7379999999999999,0.13513513513513514,0,1,0,0,1,0,0,0,0,1,0,0
2764,120621.89,1,1,6,1,0,706,germany,female,47,140803.7,1 lakh - 1.5 lakh,45-60,1,1 lakh - 1.5 lakh,700-800,0.0,0.7119999999999999,0.39189189189189194,1,1,0,0,0,0,1,0,1,0,0,0
2765,0.0,2,1,7,1,0,660,france,male,38,146585.53,1 lakh - 1.5 lakh,32-44,0,no saving,650-700,0.3333333333333333,0.62,0.27027027027027034,0,0,0,0,0,1,0,0,0,1,0,0
2766,0.0,2,1,9,1,0,667,france,male,36,40062.29,20k - 50k,32-44,0,no saving,650-700,0.3333333333333333,0.634,0.24324324324324326,0,0,0,0,0,1,0,0,0,1,0,0
2767,0.0,1,1,1,1,0,705,france,male,30,181300.32,1.5 lakh - 2 lakh,24-31,0,no saving,700-800,0.0,0.7099999999999999,0.16216216216216217,0,0,0,0,1,0,0,0,1,0,0,0
2768,171283.91,1,1,10,1,0,598,germany,female,27,84136.12,50k - 1 lakh,24-31,1,1.5 lakh - 2 lakh,below 650,0.0,0.4959999999999999,0.12162162162162166,1,1,0,0,1,0,0,0,1,0,0,0
2769,0.0,2,1,4,1,0,669,france,male,26,197594.34,1.5 lakh - 2 lakh,24-31,0,no saving,650-700,0.3333333333333333,0.638,0.10810810810810811,0,0,0,0,1,0,0,0,0,1,0,0
2770,128218.47,1,0,1,0,1,580,germany,female,38,125953.83,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.45999999999999985,0.27027027027027034,1,1,0,0,0,1,0,0,1,0,0,0
2771,0.0,2,1,5,1,0,676,france,female,32,75465.41,50k - 1 lakh,32-44,0,no saving,650-700,0.3333333333333333,0.652,0.1891891891891892,1,0,0,0,0,1,0,0,0,1,0,0
2772,77776.39,1,0,7,0,0,714,germany,male,28,177737.07,1.5 lakh - 2 lakh,24-31,1,50k-1 lakh,700-800,0.0,0.7279999999999999,0.13513513513513514,0,1,0,0,1,0,0,0,1,0,0,0
2773,124978.19,2,1,6,1,0,597,germany,female,72,7144.46,1k - 20k,above 60,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.4939999999999999,0.7297297297297298,1,1,0,0,0,0,0,1,0,1,0,0
2774,0.0,2,0,1,0,0,559,france,male,29,155639.76,1.5 lakh - 2 lakh,24-31,0,no saving,below 650,0.3333333333333333,0.41800000000000004,0.14864864864864863,0,0,0,0,1,0,0,0,0,1,0,0
2775,0.0,1,1,1,1,0,564,france,female,28,162428.05,1.5 lakh - 2 lakh,24-31,0,no saving,below 650,0.0,0.42800000000000005,0.13513513513513514,1,0,0,0,1,0,0,0,1,0,0,0
2776,109799.55,2,1,3,1,1,850,spain,male,51,12457.76,1k - 20k,45-60,1,1 lakh - 1.5 lakh,above 800,0.3333333333333333,0.9999999999999999,0.445945945945946,0,0,1,0,0,0,1,0,0,1,0,0
2777,0.0,2,0,7,0,0,689,france,male,39,14917.09,1k - 20k,32-44,0,no saving,650-700,0.3333333333333333,0.678,0.2837837837837838,0,0,0,0,0,1,0,0,0,1,0,0
2778,125397.21,1,0,8,0,1,758,germany,female,61,182184.09,1.5 lakh - 2 lakh,above 60,1,1 lakh - 1.5 lakh,700-800,0.0,0.816,0.5810810810810811,1,1,0,0,0,0,0,1,1,0,0,0
2779,0.0,2,1,10,1,0,604,spain,female,71,129984.2,1 lakh - 1.5 lakh,above 60,0,no saving,below 650,0.3333333333333333,0.5079999999999999,0.7162162162162162,1,0,1,0,0,0,0,1,0,1,0,0
2780,111347.37,2,1,9,1,0,733,germany,male,38,194872.97,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.7659999999999999,0.27027027027027034,0,1,0,0,0,1,0,0,0,1,0,0
2781,104291.41,2,1,8,1,0,778,spain,male,40,117507.11,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.856,0.2972972972972973,0,0,1,0,0,1,0,0,0,1,0,0
2782,94867.18,2,1,9,1,1,732,germany,female,61,157527.6,1.5 lakh - 2 lakh,above 60,1,50k-1 lakh,700-800,0.3333333333333333,0.7639999999999999,0.5810810810810811,1,1,0,0,0,0,0,1,0,1,0,0
2783,0.0,2,0,8,0,0,646,france,male,24,92612.88,50k - 1 lakh,24-31,0,no saving,below 650,0.3333333333333333,0.592,0.08108108108108109,0,0,0,0,1,0,0,0,0,1,0,0
2784,135703.59,2,0,6,0,0,597,france,female,33,74850.84,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.4939999999999999,0.2027027027027027,1,0,0,0,0,1,0,0,0,1,0,0
2785,106453.53,2,1,5,1,0,821,germany,female,37,127413.0,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,above 800,0.3333333333333333,0.9420000000000001,0.25675675675675674,1,1,0,0,0,1,0,0,0,1,0,0
2786,132412.38,1,0,7,0,1,640,france,male,43,69584.3,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.58,0.3378378378378379,0,0,0,0,0,1,0,0,1,0,0,0
2787,124401.6,1,0,9,0,1,511,germany,female,40,198814.24,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.32199999999999995,0.2972972972972973,1,1,0,0,0,1,0,0,1,0,0,0
2788,118022.06,3,0,6,0,1,805,france,male,46,162643.15,1.5 lakh - 2 lakh,45-60,1,1 lakh - 1.5 lakh,above 800,0.6666666666666667,0.91,0.37837837837837845,0,0,0,0,0,0,1,0,0,0,1,0
2789,82531.11,1,0,1,0,0,540,germany,male,39,114092.52,1 lakh - 1.5 lakh,32-44,1,50k-1 lakh,below 650,0.0,0.38,0.2837837837837838,0,1,0,0,0,1,0,0,1,0,0,0
2790,184552.12,1,0,0,0,1,705,spain,male,44,68860.3,50k - 1 lakh,32-44,1,1.5 lakh - 2 lakh,700-800,0.0,0.7099999999999999,0.35135135135135137,0,0,1,0,0,1,0,0,1,0,0,0
2791,127278.31,1,1,4,1,0,540,germany,male,39,16150.34,1k - 20k,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.38,0.2837837837837838,0,1,0,0,0,1,0,0,1,0,0,0
2792,0.0,1,1,3,1,0,532,spain,female,66,115227.02,1 lakh - 1.5 lakh,above 60,0,no saving,below 650,0.0,0.364,0.6486486486486487,1,0,1,0,0,0,0,1,1,0,0,0
2793,0.0,2,1,2,1,0,535,france,female,45,170621.55,1.5 lakh - 2 lakh,45-60,0,no saving,below 650,0.3333333333333333,0.37,0.36486486486486486,1,0,0,0,0,0,1,0,0,1,0,0
2794,184244.86,1,0,5,0,0,627,germany,male,23,103099.22,1 lakh - 1.5 lakh,21-23,1,1.5 lakh - 2 lakh,below 650,0.0,0.5539999999999999,0.0675675675675676,0,1,0,1,0,0,0,0,1,0,0,0
2795,59669.43,1,0,8,0,1,646,france,male,52,172495.81,1.5 lakh - 2 lakh,45-60,1,50k-1 lakh,below 650,0.0,0.592,0.4594594594594595,0,0,0,0,0,0,1,0,1,0,0,0
2796,79543.59,1,1,7,1,0,515,france,female,25,38772.82,20k - 50k,24-31,1,50k-1 lakh,below 650,0.0,0.32999999999999996,0.09459459459459457,1,0,0,0,1,0,0,0,1,0,0,0
2797,151553.19,1,1,6,1,0,697,france,female,39,44946.29,20k - 50k,32-44,1,1.5 lakh - 2 lakh,650-700,0.0,0.6940000000000001,0.2837837837837838,1,0,0,0,0,1,0,0,1,0,0,0
2798,166527.88,2,1,2,1,0,652,germany,male,27,146007.7,1 lakh - 1.5 lakh,24-31,1,1.5 lakh - 2 lakh,650-700,0.3333333333333333,0.604,0.12162162162162166,0,1,0,0,1,0,0,0,0,1,0,0
2799,150329.15,1,0,6,0,0,579,germany,male,28,145558.42,1 lakh - 1.5 lakh,24-31,1,1.5 lakh - 2 lakh,below 650,0.0,0.45799999999999985,0.13513513513513514,0,1,0,0,1,0,0,0,1,0,0,0
2800,121911.59,1,0,8,0,0,760,france,male,43,193312.33,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.82,0.3378378378378379,0,0,0,0,0,1,0,0,1,0,0,0
2801,156773.78,2,0,9,0,0,769,france,male,51,40257.79,20k - 50k,45-60,1,1.5 lakh - 2 lakh,700-800,0.3333333333333333,0.838,0.445945945945946,0,0,0,0,0,0,1,0,0,1,0,0
2802,127864.26,1,1,8,1,0,498,spain,male,29,46677.9,20k - 50k,24-31,1,1 lakh - 1.5 lakh,below 650,0.0,0.29599999999999993,0.14864864864864863,0,0,1,0,1,0,0,0,1,0,0,0
2803,113709.28,1,1,4,1,1,774,france,male,53,153887.93,1.5 lakh - 2 lakh,45-60,1,1 lakh - 1.5 lakh,700-800,0.0,0.848,0.47297297297297297,0,0,0,0,0,0,1,0,1,0,0,0
2804,79974.55,1,1,7,1,0,705,germany,female,43,103108.33,1 lakh - 1.5 lakh,32-44,1,50k-1 lakh,700-800,0.0,0.7099999999999999,0.3378378378378379,1,1,0,0,0,1,0,0,1,0,0,0
2805,0.0,2,1,2,1,0,648,france,female,44,58652.23,50k - 1 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.596,0.35135135135135137,1,0,0,0,0,1,0,0,0,1,0,0
2806,0.0,1,0,5,0,1,688,france,female,51,91624.11,50k - 1 lakh,45-60,0,no saving,650-700,0.0,0.676,0.445945945945946,1,0,0,0,0,0,1,0,1,0,0,0
2807,0.0,1,0,0,0,1,592,spain,male,38,65986.48,50k - 1 lakh,32-44,0,no saving,below 650,0.0,0.4839999999999999,0.27027027027027034,0,0,1,0,0,1,0,0,1,0,0,0
2808,144427.96,2,0,3,0,0,705,france,male,33,113845.19,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.7099999999999999,0.2027027027027027,0,0,0,0,0,1,0,0,0,1,0,0
2809,99263.09,1,1,7,1,0,654,france,male,42,67607.9,50k - 1 lakh,32-44,1,50k-1 lakh,650-700,0.0,0.608,0.3243243243243243,0,0,0,0,0,1,0,0,1,0,0,0
2810,79368.87,2,1,2,1,0,624,france,female,32,145471.94,1 lakh - 1.5 lakh,32-44,1,50k-1 lakh,below 650,0.3333333333333333,0.5479999999999999,0.1891891891891892,1,0,0,0,0,1,0,0,0,1,0,0
2811,0.0,2,1,10,1,0,594,france,female,30,124071.71,1 lakh - 1.5 lakh,24-31,0,no saving,below 650,0.3333333333333333,0.4879999999999999,0.16216216216216217,1,0,0,0,1,0,0,0,0,1,0,0
2812,0.0,2,1,9,1,0,695,spain,female,34,67502.12,50k - 1 lakh,32-44,0,no saving,650-700,0.3333333333333333,0.6900000000000001,0.21621621621621623,1,0,1,0,0,1,0,0,0,1,0,0
2813,0.0,3,1,2,1,0,597,france,male,28,78707.97,50k - 1 lakh,24-31,0,no saving,below 650,0.6666666666666667,0.4939999999999999,0.13513513513513514,0,0,0,0,1,0,0,0,0,0,1,0
2814,125095.94,1,0,7,0,1,758,france,female,52,171189.83,1.5 lakh - 2 lakh,45-60,1,1 lakh - 1.5 lakh,700-800,0.0,0.816,0.4594594594594595,1,0,0,0,0,0,1,0,1,0,0,0
2815,162485.8,2,0,2,0,0,737,germany,female,40,149381.32,1 lakh - 1.5 lakh,32-44,1,1.5 lakh - 2 lakh,700-800,0.3333333333333333,0.7739999999999999,0.2972972972972973,1,1,0,0,0,1,0,0,0,1,0,0
2816,95668.82,2,0,1,0,0,694,germany,male,37,100335.55,1 lakh - 1.5 lakh,32-44,1,50k-1 lakh,650-700,0.3333333333333333,0.6880000000000001,0.25675675675675674,0,1,0,0,0,1,0,0,0,1,0,0
2817,0.0,2,0,4,0,0,683,france,male,25,152698.24,1.5 lakh - 2 lakh,24-31,0,no saving,650-700,0.3333333333333333,0.666,0.09459459459459457,0,0,0,0,1,0,0,0,0,1,0,0
2818,0.0,2,1,8,1,0,538,spain,female,30,41192.95,20k - 50k,24-31,0,no saving,below 650,0.3333333333333333,0.376,0.16216216216216217,1,0,1,0,1,0,0,0,0,1,0,0
2819,0.0,1,0,4,0,0,669,france,male,37,132540.33,1 lakh - 1.5 lakh,32-44,0,no saving,650-700,0.0,0.638,0.25675675675675674,0,0,0,0,0,1,0,0,1,0,0,0
2820,74197.38,2,0,5,0,0,730,france,female,34,96875.52,50k - 1 lakh,32-44,1,50k-1 lakh,700-800,0.3333333333333333,0.7599999999999999,0.21621621621621623,1,0,0,0,0,1,0,0,0,1,0,0
2821,89688.94,1,1,1,1,0,622,france,female,31,152305.47,1.5 lakh - 2 lakh,24-31,1,50k-1 lakh,below 650,0.0,0.5439999999999999,0.1756756756756757,1,0,0,0,1,0,0,0,1,0,0,0
2822,103121.33,2,1,10,1,0,714,spain,female,33,49672.01,20k - 50k,32-44,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.7279999999999999,0.2027027027027027,1,0,1,0,0,1,0,0,0,1,0,0
2823,0.0,1,0,3,0,0,569,spain,female,34,133997.53,1 lakh - 1.5 lakh,32-44,0,no saving,below 650,0.0,0.43800000000000006,0.21621621621621623,1,0,1,0,0,1,0,0,1,0,0,0
2824,120170.07,1,1,5,1,0,668,germany,female,59,50454.8,50k - 1 lakh,45-60,1,1 lakh - 1.5 lakh,650-700,0.0,0.636,0.5540540540540542,1,1,0,0,0,0,1,0,1,0,0,0
2825,149136.31,2,1,9,1,0,628,france,male,32,16402.11,1k - 20k,32-44,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.5559999999999999,0.1891891891891892,0,0,0,0,0,1,0,0,0,1,0,0
2826,141136.79,1,1,1,1,0,600,france,male,40,67803.83,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.4999999999999999,0.2972972972972973,0,0,0,0,0,1,0,0,1,0,0,0
2827,152341.55,1,0,4,0,0,693,france,female,43,9241.78,1k - 20k,32-44,1,1.5 lakh - 2 lakh,650-700,0.0,0.686,0.3378378378378379,1,0,0,0,0,1,0,0,1,0,0,0
2828,120026.98,2,1,7,1,0,704,france,male,36,100601.73,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.7079999999999999,0.24324324324324326,0,0,0,0,0,1,0,0,0,1,0,0
2829,132168.28,1,0,9,0,0,527,spain,male,33,98734.15,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.354,0.2027027027027027,0,0,1,0,0,1,0,0,1,0,0,0
2830,85200.82,2,1,6,1,0,553,germany,male,43,160574.09,1.5 lakh - 2 lakh,32-44,1,50k-1 lakh,below 650,0.3333333333333333,0.406,0.3378378378378379,0,1,0,0,0,1,0,0,0,1,0,0
2831,84903.33,2,1,1,1,0,575,spain,male,53,26015.8,20k - 50k,45-60,1,50k-1 lakh,below 650,0.3333333333333333,0.45000000000000007,0.47297297297297297,0,0,1,0,0,0,1,0,0,1,0,0
2832,0.0,2,0,0,0,0,626,france,female,32,187172.54,1.5 lakh - 2 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.5519999999999999,0.1891891891891892,1,0,0,0,0,1,0,0,0,1,0,0
2833,0.0,1,1,4,1,0,582,france,male,20,55763.66,50k - 1 lakh,18-20,0,no saving,below 650,0.0,0.46399999999999986,0.02702702702702703,0,0,0,0,0,0,0,0,1,0,0,0
2834,0.0,1,0,8,0,0,683,spain,male,40,75848.22,50k - 1 lakh,32-44,0,no saving,650-700,0.0,0.666,0.2972972972972973,0,0,1,0,0,1,0,0,1,0,0,0
2835,121535.18,1,0,9,0,0,850,france,male,30,40313.47,20k - 50k,24-31,1,1 lakh - 1.5 lakh,above 800,0.0,0.9999999999999999,0.16216216216216217,0,0,0,0,1,0,0,0,1,0,0,0
2836,116662.96,2,1,6,1,0,653,spain,male,35,23864.21,20k - 50k,32-44,1,1 lakh - 1.5 lakh,650-700,0.3333333333333333,0.606,0.22972972972972977,0,0,1,0,0,1,0,0,0,1,0,0
2837,0.0,2,1,8,1,0,679,france,male,60,51380.9,50k - 1 lakh,45-60,0,no saving,650-700,0.3333333333333333,0.658,0.5675675675675675,0,0,0,0,0,0,1,0,0,1,0,0
2838,124829.16,1,1,6,1,0,549,germany,female,49,93551.36,50k - 1 lakh,45-60,1,1 lakh - 1.5 lakh,below 650,0.0,0.398,0.4189189189189189,1,1,0,0,0,0,1,0,1,0,0,0
2839,155180.56,2,0,2,0,0,850,spain,female,36,169415.54,1.5 lakh - 2 lakh,32-44,1,1.5 lakh - 2 lakh,above 800,0.3333333333333333,0.9999999999999999,0.24324324324324326,1,0,1,0,0,1,0,0,0,1,0,0
2840,108262.87,1,1,1,1,0,558,germany,female,32,6935.31,1k - 20k,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.41600000000000004,0.1891891891891892,1,1,0,0,0,1,0,0,1,0,0,0
2841,0.0,2,0,4,0,0,528,spain,male,40,25399.7,20k - 50k,32-44,0,no saving,below 650,0.3333333333333333,0.356,0.2972972972972973,0,0,1,0,0,1,0,0,0,1,0,0
2842,0.0,2,0,5,0,0,801,france,male,38,66256.27,50k - 1 lakh,32-44,0,no saving,above 800,0.3333333333333333,0.902,0.27027027027027034,0,0,0,0,0,1,0,0,0,1,0,0
2843,0.0,1,1,2,1,1,513,spain,male,48,114709.13,1 lakh - 1.5 lakh,45-60,0,no saving,below 650,0.0,0.32599999999999996,0.40540540540540543,0,0,1,0,0,0,1,0,1,0,0,0
2844,99812.88,2,1,6,1,0,666,germany,male,38,158357.97,1.5 lakh - 2 lakh,32-44,1,50k-1 lakh,650-700,0.3333333333333333,0.632,0.27027027027027034,0,1,0,0,0,1,0,0,0,1,0,0
2845,132164.26,1,1,2,1,0,606,france,male,35,164815.59,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.5119999999999999,0.22972972972972977,0,0,0,0,0,1,0,0,1,0,0,0
2846,103583.05,1,0,10,0,1,599,germany,male,45,132127.69,1 lakh - 1.5 lakh,45-60,1,1 lakh - 1.5 lakh,below 650,0.0,0.4979999999999999,0.36486486486486486,0,1,0,0,0,0,1,0,1,0,0,0
2847,142406.43,2,0,4,0,0,544,germany,male,39,146637.45,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.388,0.2837837837837838,0,1,0,0,0,1,0,0,0,1,0,0
2848,99842.5,2,0,7,0,1,529,spain,male,38,90256.06,50k - 1 lakh,32-44,1,50k-1 lakh,below 650,0.3333333333333333,0.358,0.27027027027027034,0,0,1,0,0,1,0,0,0,1,0,0
2849,0.0,2,1,5,1,0,850,france,female,41,34827.43,20k - 50k,32-44,0,no saving,above 800,0.3333333333333333,0.9999999999999999,0.3108108108108108,1,0,0,0,0,1,0,0,0,1,0,0
2850,0.0,1,0,9,0,0,497,france,male,41,22074.48,20k - 50k,32-44,0,no saving,below 650,0.0,0.29399999999999993,0.3108108108108108,0,0,0,0,0,1,0,0,1,0,0,0
2851,81042.42,1,1,5,1,0,764,france,female,39,109805.17,1 lakh - 1.5 lakh,32-44,1,50k-1 lakh,700-800,0.0,0.828,0.2837837837837838,1,0,0,0,0,1,0,0,1,0,0,0
2852,0.0,1,0,5,0,1,603,france,female,48,100478.6,1 lakh - 1.5 lakh,45-60,0,no saving,below 650,0.0,0.5059999999999999,0.40540540540540543,1,0,0,0,0,0,1,0,1,0,0,0
2853,0.0,2,1,6,1,0,609,france,male,40,97416.34,50k - 1 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.5179999999999999,0.2972972972972973,0,0,0,0,0,1,0,0,0,1,0,0
2854,199689.49,1,1,4,1,1,487,france,male,53,24207.86,20k - 50k,45-60,1,1.5 lakh - 2 lakh,below 650,0.0,0.2739999999999999,0.47297297297297297,0,0,0,0,0,0,1,0,1,0,0,0
2855,142645.43,1,0,1,0,0,748,france,male,33,69132.66,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.7959999999999999,0.2027027027027027,0,0,0,0,0,1,0,0,1,0,0,0
2856,0.0,2,1,5,1,0,710,spain,female,75,9376.89,1k - 20k,above 60,0,no saving,700-800,0.3333333333333333,0.7199999999999999,0.7702702702702704,1,0,1,0,0,0,0,1,0,1,0,0
2857,110219.14,1,0,3,0,1,432,germany,female,45,43046.7,20k - 50k,45-60,1,1 lakh - 1.5 lakh,below 650,0.0,0.16399999999999992,0.36486486486486486,1,1,0,0,0,0,1,0,1,0,0,0
2858,0.0,2,1,3,1,0,534,spain,male,51,20856.31,20k - 50k,45-60,0,no saving,below 650,0.3333333333333333,0.368,0.445945945945946,0,0,1,0,0,0,1,0,0,1,0,0
2859,0.0,2,0,3,0,0,607,france,male,25,187048.72,1.5 lakh - 2 lakh,24-31,0,no saving,below 650,0.3333333333333333,0.5139999999999999,0.09459459459459457,0,0,0,0,1,0,0,0,0,1,0,0
2860,0.0,2,0,4,0,0,551,spain,male,32,53420.53,50k - 1 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.402,0.1891891891891892,0,0,1,0,0,1,0,0,0,1,0,0
2861,142072.02,1,0,7,0,0,674,france,male,45,37013.29,20k - 50k,45-60,1,1 lakh - 1.5 lakh,650-700,0.0,0.648,0.36486486486486486,0,0,0,0,0,0,1,0,1,0,0,0
2862,0.0,2,0,6,0,0,525,france,female,25,89566.64,50k - 1 lakh,24-31,0,no saving,below 650,0.3333333333333333,0.35,0.09459459459459457,1,0,0,0,1,0,0,0,0,1,0,0
2863,149564.61,1,0,8,0,0,645,germany,male,33,149913.84,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.59,0.2027027027027027,0,1,0,0,0,1,0,0,1,0,0,0
2864,0.0,2,0,9,0,0,755,france,female,43,18066.69,1k - 20k,32-44,0,no saving,700-800,0.3333333333333333,0.8099999999999999,0.3378378378378379,1,0,0,0,0,1,0,0,0,1,0,0
2865,153366.13,1,1,8,1,0,708,germany,male,37,26912.34,20k - 50k,32-44,1,1.5 lakh - 2 lakh,700-800,0.0,0.7159999999999999,0.25675675675675674,0,1,0,0,0,1,0,0,1,0,0,0
2866,76467.16,1,1,6,1,0,715,france,male,21,173511.72,1.5 lakh - 2 lakh,21-23,1,50k-1 lakh,700-800,0.0,0.7299999999999999,0.040540540540540515,0,0,0,1,0,0,0,0,1,0,0,0
2867,121508.28,1,1,9,1,0,727,france,female,26,146785.44,1 lakh - 1.5 lakh,24-31,1,1 lakh - 1.5 lakh,700-800,0.0,0.7539999999999999,0.10810810810810811,1,0,0,0,1,0,0,0,1,0,0,0
2868,0.0,1,1,1,1,0,559,spain,female,27,1050.33,1k - 20k,24-31,0,no saving,below 650,0.0,0.41800000000000004,0.12162162162162166,1,0,1,0,1,0,0,0,1,0,0,0
2869,73211.12,2,0,8,0,1,545,spain,male,36,89587.34,50k - 1 lakh,32-44,1,50k-1 lakh,below 650,0.3333333333333333,0.39,0.24324324324324326,0,0,1,0,0,1,0,0,0,1,0,0
2870,0.0,2,0,9,0,0,524,france,male,22,74405.34,50k - 1 lakh,21-23,0,no saving,below 650,0.3333333333333333,0.348,0.05405405405405406,0,0,0,1,0,0,0,0,0,1,0,0
2871,0.0,2,1,1,1,0,707,france,female,55,54409.48,50k - 1 lakh,45-60,0,no saving,700-800,0.3333333333333333,0.7139999999999999,0.5,1,0,0,0,0,0,1,0,0,1,0,0
2872,92674.94,2,0,0,0,0,671,spain,male,38,3647.57,1k - 20k,32-44,1,50k-1 lakh,650-700,0.3333333333333333,0.642,0.27027027027027034,0,0,1,0,0,1,0,0,0,1,0,0
2873,96196.24,4,0,3,0,1,439,spain,male,52,198874.52,1.5 lakh - 2 lakh,45-60,1,50k-1 lakh,below 650,1.0,0.17799999999999994,0.4594594594594595,0,0,1,0,0,0,1,0,0,0,0,1
2874,114391.62,1,1,1,1,0,667,germany,female,36,53412.54,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,650-700,0.0,0.634,0.24324324324324326,1,1,0,0,0,1,0,0,1,0,0,0
2875,80262.66,1,0,9,0,0,831,germany,male,32,194867.78,1.5 lakh - 2 lakh,32-44,1,50k-1 lakh,above 800,0.0,0.9620000000000001,0.1891891891891892,0,1,0,0,0,1,0,0,1,0,0,0
2876,173331.52,1,0,7,0,0,545,spain,female,33,150452.88,1.5 lakh - 2 lakh,32-44,1,1.5 lakh - 2 lakh,below 650,0.0,0.39,0.2027027027027027,1,0,1,0,0,1,0,0,1,0,0,0
2877,147285.52,1,1,7,1,0,604,spain,female,35,57807.05,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.5079999999999999,0.22972972972972977,1,0,1,0,0,1,0,0,1,0,0,0
2878,119785.47,2,1,5,1,0,657,spain,male,67,107534.32,1 lakh - 1.5 lakh,above 60,1,1 lakh - 1.5 lakh,650-700,0.3333333333333333,0.614,0.6621621621621623,0,0,1,0,0,0,0,1,0,1,0,0
2879,140137.15,1,0,1,0,0,487,spain,female,36,194073.33,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.2739999999999999,0.24324324324324326,1,0,1,0,0,1,0,0,1,0,0,0
2880,107467.56,1,0,6,0,1,750,germany,female,52,126233.18,1 lakh - 1.5 lakh,45-60,1,1 lakh - 1.5 lakh,700-800,0.0,0.7999999999999999,0.4594594594594595,1,1,0,0,0,0,1,0,1,0,0,0
2881,98218.04,2,0,8,0,1,694,germany,female,37,182354.46,1.5 lakh - 2 lakh,32-44,1,50k-1 lakh,650-700,0.3333333333333333,0.6880000000000001,0.25675675675675674,1,1,0,0,0,1,0,0,0,1,0,0
2882,133607.75,1,1,2,1,0,711,germany,female,35,120586.32,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.7219999999999999,0.22972972972972977,1,1,0,0,0,1,0,0,1,0,0,0
2883,0.0,2,1,3,1,0,551,france,male,37,50578.4,50k - 1 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.402,0.25675675675675674,0,0,0,0,0,1,0,0,0,1,0,0
2884,95139.41,1,1,8,1,0,559,france,female,38,86575.46,50k - 1 lakh,32-44,1,50k-1 lakh,below 650,0.0,0.41800000000000004,0.27027027027027034,1,0,0,0,0,1,0,0,1,0,0,0
2885,0.0,2,1,3,1,0,620,france,female,29,153392.28,1.5 lakh - 2 lakh,24-31,0,no saving,below 650,0.3333333333333333,0.5399999999999999,0.14864864864864863,1,0,0,0,1,0,0,0,0,1,0,0
2886,0.0,2,0,5,0,0,660,spain,male,42,115509.59,1 lakh - 1.5 lakh,32-44,0,no saving,650-700,0.3333333333333333,0.62,0.3243243243243243,0,0,1,0,0,1,0,0,0,1,0,0
